protein_id,symbol,community,degree,annotation
10090.ENSMUSP00000047682,Atp6v0b,9,20,V-type proton ATPase 21 kDa proteolipid subunit; Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
10090.ENSMUSP00000080846,Cyp2b9,7,66,"Cytochrome P450 2B9; Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally unrelated compounds, including steroids, fatty acids, and xenobiotics."
10090.ENSMUSP00000073974,Axin1,4,40,"Axin-1; Component of the beta-catenin destruction complex required for regulating CTNNB1 levels through phosphorylation and ubiquitination, and modulating Wnt-signaling (By similarity). Controls dorsoventral patterning via two opposing effects; down-regulates CTNNB1 to inhibit the Wnt signaling pathway and ventralize embryos, but also dorsalizes embryos by activating a Wnt-independent JNK signaling pathway. In Wnt signaling, probably facilitates the phosphorylation of CTNNB1 and APC by GSK3B. Likely to function as a tumor suppressor. Facilitates the phosphorylation of TP53 by HIPK2 upo [...] "
10090.ENSMUSP00000004232,Adh1,7,50,Alcohol dehydrogenase 1; Belongs to the zinc-containing alcohol dehydrogenase family. Class-I subfamily.
10090.ENSMUSP00000035177,Mrpl3,3,252,"39S ribosomal protein L3, mitochondrial; Belongs to the universal ribosomal protein uL3 family."
10090.ENSMUSP00000038816,Fem1c,1,58,"Protein fem-1 homolog C; Probable component of an E3 ubiquitin-protein ligase complex, in which it may act as a substrate recognition subunit; Belongs to the fem-1 family."
10090.ENSMUSP00000119356,Actl6b,6,27,"Actin-like protein 6B; Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Component of SWI/SNF chromatin remodeling complexes that carry out key enzymatic activities, changing chromatin structure by altering DNA-histone contacts within a nucleosome in an ATP-dependent manner. Belongs to the neuron-specific chromatin remodeling complex (nBAF complex), as such plays a role in remodeling mononucleosomes in an ATP-dependent fashion, and is required for postmitotic neural development and dendritic outgrowth. [...] "
10090.ENSMUSP00000027438,Ncl,5,48,Nucleolin; Nucleolin is the major nucleolar protein of growing eukaryotic cells. It is found associated with intranucleolar chromatin and pre-ribosomal particles. It induces chromatin decondensation by binding to histone H1. It is thought to play a role in pre-rRNA transcription and ribosome assembly. May play a role in the process of transcriptional elongation. Binds RNA oligonucleotides with 5'-UUAGGG- 3' repeats more tightly than the telomeric single-stranded DNA 5'- TTAGGG-3' repeats (By similarity).
10090.ENSMUSP00000021715,Xrcc3,8,47,"DNA repair protein XRCC3; Involved in the homologous recombination repair (HRR) pathway of double-stranded DNA, thought to repair chromosomal fragmentation, translocations and deletions. Part of the RAD21 paralog protein complex CX3 which acts in the BRCA1-BRCA2-dependent HR pathway. Upon DNA damage, CX3 acts downstream of RAD51 recruitment; the complex binds predominantly to the intersection of the four duplex arms of the Holliday junction (HJ) and to junctions of replication forks. Involved in HJ resolution and thus in processing HR intermediates late in the DNA repair process; the f [...] "
10090.ENSMUSP00000036705,Gak,10,11,"Cyclin-G-associated kinase; Associates with cyclin G and CDK5. Seems to act as an auxilin homolog that is involved in the uncoating of clathrin-coated vesicles by Hsc70 in non-neuronal cells. Expression oscillates slightly during the cell cycle, peaking at G1 (By similarity); Belongs to the protein kinase superfamily. Ser/Thr protein kinase family."
10090.ENSMUSP00000028083,Psmb7,11,49,"Proteasome subunit beta type-7; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP- dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pro [...] "
10090.ENSMUSP00000047551,Ephx1,7,39,Epoxide hydrolase 1; Biotransformation enzyme that catalyzes the hydrolysis of arene and aliphatic epoxides to less reactive and more water soluble dihydrodiols by the trans addition of water. May play a role in the metabolism of endogenous lipids such as epoxide-containing fatty acids. Belongs to the peptidase S33 family.
10090.ENSMUSP00000064878,Wnt5a,4,17,"Protein Wnt-5a; Ligand for members of the frizzled family of seven transmembrane receptors. Can activate or inhibit canonical Wnt signaling, depending on receptor context. In the presence of FZD4, activates beta-catenin signaling. In the presence of ROR2, inhibits the canonical Wnt pathway by promoting beta-catenin degradation through a GSK3-independent pathway which involves down-regulation of beta-catenin-induced reporter gene expression. Suppression of the canonical pathway allows chondrogenesis to occur and inhibits tumor formation. Stimulates cell migration. Decreases proliferatio [...] "
10090.ENSMUSP00000075573,Pum3,0,102,Pumilio homolog 3; Inhibits the poly(ADP-ribosyl)ation activity of PARP1 and the degradation of PARP1 by CASP3 following genotoxic stress. Binds to double-stranded RNA or DNA without sequence specificity. Involved in development of the eye and of primordial germ cells.
10090.ENSMUSP00000114434,Pa2g4,3,206,"Proliferation-associated protein 2G4; May play a role in a ERBB3-regulated signal transduction pathway. Seems be involved in growth regulation. Acts a corepressor of the androgen receptor (AR) and is regulated by the ERBB3 ligand neuregulin-1/heregulin (HRG). Inhibits transcription of some E2F1- regulated promoters, probably by recruiting histone acetylase (HAT) activity. Binds RNA. Associates with 28S, 18S and 5.8S mature rRNAs, several rRNA precursors and probably U3 small nucleolar RNA. May be involved in regulation of intermediate and late steps of rRNA processing. May be involved  [...] "
10090.ENSMUSP00000105743,Plcb1,4,50,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1; The production of the second messenger molecules diacylglycerol (DAG) and inositol 1,4,5-trisphosphate (IP3) is mediated by activated phosphatidylinositol-specific phospholipase C enzymes."
10090.ENSMUSP00000138008,Tdpoz1,1,21,TD and POZ domain-containing protein 1.
10090.ENSMUSP00000059211,Ercc8,8,67,"DNA excision repair protein ERCC-8; Substrate-recognition component of the CSA complex, a DCX (DDB1-CUL4-X-box) E3 ubiquitin-protein ligase complex, involved in transcription-coupled nucleotide excision repair (By similarity). The CSA complex (DCX(ERCC8) complex) promotes the ubiquitination and subsequent proteasomal degradation of ERCC6 in a UV-dependent manner; ERCC6 degradation is essential for the recovery of RNA synthesis after transcription-coupled repair (By similarity). It is required for the recruitment of XAB2, HMGN1 and TCEA1/TFIIS to a transcription-coupled repair complex w [...] "
10090.ENSMUSP00000099805,Orc1,8,48,Origin recognition complex subunit 1; Component of the origin recognition complex (ORC) that binds origins of replication. DNA-binding is ATP-dependent. The specific DNA sequences that define origins of replication have not been identified yet. ORC is required to assemble the pre-replication complex necessary to initiate DNA replication (By similarity).
10090.ENSMUSP00000044494,Gria1,4,44,"Glutamate receptor 1; Ionotropic glutamate receptor. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. In the presence of CACNG4 or CACNG7 or CACNG8, shows resensitization which is characterized by a delayed accumulati [...] "
10090.ENSMUSP00000059678,Zfp622,3,45,"Zinc finger protein 622; May behave as an activator of the bound transcription factor, MYBL2, and be involved in embryonic development."
10090.ENSMUSP00000105245,Cbx7,8,60,"Chromobox protein homolog 7; Component of a Polycomb group (PcG) multiprotein PRC1-like complex, a complex class required to maintain the transcriptionally repressive state of many genes, including Hox genes, throughout development. PcG PRC1 complex acts via chromatin remodeling and modification of histones; it mediates monoubiquitination of histone H2A 'Lys-119', rendering chromatin heritably changed in its expressibility. Promotes histone H3 trimethylation at 'Lys-9' (H3K9me3) (By similarity). Binds to histone H3 trimethylated at 'Lys-9' (H3K9me3) or at 'Lys-27' (H3K27me3). Trimethyl [...] "
10090.ENSMUSP00000098035,Trrap,6,68,"Transformation/transcription domain-associated protein; Adapter protein, which is found in various multiprotein chromatin complexes with histone acetyltransferase activity (HAT), which gives a specific tag for epigenetic transcription activation. Component of the NuA4 histone acetyltransferase complex which is responsible for acetylation of nucleosomal histones H4 and H2A. Plays a central role in MYC transcription activation, and also participates in cell transformation by MYC. Required for p53/TP53-, E2F1- and E2F4- mediated transcription activation. Probably acts by linking transcrip [...] "
10090.ENSMUSP00000107869,Cacna1d,4,47,"Voltage-dependent L-type calcium channel subunit alpha-1D; Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1D gives rise to L-type calcium currents. Long-lasting (L-type) calcium channels belong to the 'high-voltage activated' (HVA) group. They are blocked by dihydropyridines (DHP), phenylalkylamines, and by benzothiazepines."
10090.ENSMUSP00000029142,Eif6,3,165,"Eukaryotic translation initiation factor 6; Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. Behaves as a stimulatory translation initiation factor downstream insulin/growth factors. Is also involved in ribosome biogenesis. Associates with pre-60S subunits in the nucleus and is involved in its nuclear export. Cytoplasmic release of TIF6 from 60S subunits and nuclear relocalization is promoted by a RACK1 (RACK1)- dependent protein kinase C activity. In tissues responsive to insulin, contro [...] "
